Age,Gender,Location_Type,Income_Level,Awareness_of_Mental_Health,Stigma_Level,Perception_of_Therapy,Need_for_Services,Common_Issue,Service_Type,Average_Cost_Per_Session,Affordability_Perception,Platform_Used,User_Satisfaction_Rating,Corporate_Wellness_Program,Government_Initiative_Awareness,NGO_Initiative_Participation,Projected_Market_Growth
58,Female,Semi-Urban,Low,1,High,Neutral,0,Depression,Online,1000,Expensive,Wysa,5,1,1,1,8.08273489
23,Female,Urban,Middle,1,High,Neutral,1,Depression,Online,750,Expensive,BetterHelp,5,1,0,0,5.554259868
38,Female,Rural,Middle,0,High,Negative,0,Other,Online,1000,Expensive,No Platform Used,1,0,1,0,5.804178921
36,Female,Urban,Low,1,Moderate,Neutral,1,Anxiety,Online,1500,Expensive,No Platform Used,2,1,1,0,7.760436525
45,Female,Urban,Middle,1,Low,Neutral,1,Anxiety,Online,1500,Affordable,No Platform Used,4,0,1,0,4.180413944
50,Female,Urban,Low,0,High,Positive,1,Depression,Online,1500,Expensive,No Platform Used,4,1,0,0,8.190387668
60,Female,Semi-Urban,Middle,1,High,Positive,1,Stress,Online,750,Affordable,No Platform Used,1,0,1,1,7.6508211
51,Female,Rural,Middle,1,Moderate,Positive,1,Stress,Online,500,Expensive,No Platform Used,4,0,0,0,8.405375773
41,Female,Rural,Low,1,High,Neutral,0,Anxiety,Online,500,Expensive,Talkspace,5,1,0,0,5.911630135
50,Female,Urban,Low,1,Moderate,Neutral,1,Depression,Online,1500,Expensive,Wysa,1,1,0,1,8.734010018
24,Female,Semi-Urban,Low,0,High,Positive,1,Anxiety,In-Person,2000,Expensive,BetterHelp,5,0,1,0,11.03529538
28,Male,Urban,Middle,0,Low,Positive,1,Stress,Online,2000,Affordable,Wysa,5,1,0,0,8.088427706
38,Male,Semi-Urban,Middle,1,Low,Neutral,1,Other,In-Person,2000,Expensive,BetterHelp,1,0,1,1,5.399081603
24,Male,Semi-Urban,Middle,1,High,Positive,1,Anxiety,In-Person,1500,Affordable,Wysa,5,0,1,0,4.843392878
39,Female,Semi-Urban,Low,1,High,Neutral,0,Other,In-Person,500,Expensive,No Platform Used,1,0,0,0,6.185794529
20,Female,Urban,High,1,High,Positive,0,Depression,Online,2000,Expensive,BetterHelp,5,0,0,0,10.32980206
54,Female,Urban,Middle,0,Moderate,Positive,0,Anxiety,Online,1500,Expensive,No Platform Used,1,1,1,0,7.406239566
47,Female,Rural,Low,0,High,Neutral,1,Anxiety,Online,2000,Affordable,Wysa,3,0,0,0,8.812730453
27,Female,Semi-Urban,Middle,0,Low,Negative,1,Stress,Online,500,Affordable,BetterHelp,3,0,1,1,8.197198786
62,Female,Semi-Urban,Low,1,High,Positive,1,Anxiety,Online,1500,Expensive,No Platform Used,2,0,1,0,4.579142076
58,Female,Urban,Middle,1,Moderate,Neutral,1,Stress,Online,500,Expensive,Wysa,2,1,0,1,5.562722653
22,Male,Urban,Middle,1,High,Positive,1,Stress,In-Person,1000,Affordable,YourDost,5,0,1,0,8.125084923
33,Female,Semi-Urban,Low,1,High,Neutral,1,Stress,Online,2000,Affordable,BetterHelp,4,0,0,0,7.213356827
51,Female,Urban,Middle,1,High,Positive,1,Stress,In-Person,1000,Expensive,No Platform Used,5,1,0,0,6.869550513
21,Other,Semi-Urban,Low,0,High,Neutral,1,Anxiety,Online,2000,Expensive,YourDost,4,0,1,0,6.19564677
21,Male,Urban,Middle,0,High,Neutral,1,Stress,Online,2000,Expensive,YourDost,1,1,1,0,4.842203652
30,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,2000,Expensive,No Platform Used,4,0,1,0,6.267072101
35,Male,Semi-Urban,Middle,0,Moderate,Neutral,0,Anxiety,Online,2000,Affordable,Talkspace,3,0,1,0,9.415424652
42,Male,Urban,Middle,0,Low,Positive,1,Anxiety,In-Person,2000,Expensive,BetterHelp,4,0,0,0,9.917956077
48,Female,Semi-Urban,Low,0,High,Positive,1,Stress,In-Person,500,Affordable,No Platform Used,3,0,0,0,6.447399849
20,Female,Semi-Urban,High,0,Low,Positive,1,Depression,Online,2000,Expensive,No Platform Used,1,0,1,0,9.626481158
62,Male,Rural,Low,1,Low,Neutral,0,Other,Online,1500,Expensive,Talkspace,2,1,0,1,10.45411031
30,Female,Urban,Middle,1,Low,Positive,1,Anxiety,Online,2000,Affordable,Wysa,2,0,1,0,7.901971675
33,Male,Semi-Urban,Low,1,Moderate,Positive,1,Depression,Online,750,Expensive,No Platform Used,4,1,1,0,5.523291672
44,Male,Semi-Urban,High,0,Moderate,Positive,1,Depression,In-Person,500,Expensive,BetterHelp,1,0,1,0,8.30060129
53,Female,Urban,Middle,0,Moderate,Positive,1,Anxiety,In-Person,1500,Expensive,YourDost,4,0,0,0,5.668823313
56,Male,Semi-Urban,Middle,1,High,Positive,0,Other,Online,750,Expensive,No Platform Used,4,0,0,1,6.534063703
50,Female,Semi-Urban,Middle,1,Low,Positive,1,Stress,Online,1000,Affordable,No Platform Used,2,0,1,0,9.19553687
35,Female,Rural,Low,1,Moderate,Neutral,1,Other,Online,500,Affordable,YourDost,3,0,0,0,5.991125777
32,Female,Rural,Middle,1,Moderate,Positive,0,Anxiety,Online,750,Expensive,Talkspace,4,0,1,0,6.00957375
59,Female,Rural,Middle,1,Moderate,Neutral,1,Anxiety,Online,1000,Affordable,Wysa,4,1,0,1,7.538534159
21,Female,Semi-Urban,Low,1,Moderate,Positive,1,Depression,In-Person,750,Expensive,No Platform Used,1,0,0,0,4.759544109
21,Female,Urban,Low,0,Moderate,Positive,1,Depression,Online,750,Affordable,Wysa,5,0,1,1,4.53000726
28,Female,Semi-Urban,Low,1,Moderate,Neutral,0,Anxiety,In-Person,500,Affordable,Talkspace,4,1,1,0,9.852982553
33,Male,Semi-Urban,Low,1,Moderate,Neutral,0,Stress,In-Person,1500,Expensive,Wysa,5,1,1,1,5.409587106
45,Male,Semi-Urban,High,0,High,Positive,1,Other,Online,500,Affordable,YourDost,2,0,1,1,6.316918058
57,Male,Semi-Urban,Middle,0,Low,Neutral,0,Anxiety,Online,500,Affordable,YourDost,4,1,1,0,6.145215702
24,Male,Semi-Urban,Low,1,Moderate,Neutral,0,Depression,Online,750,Expensive,No Platform Used,2,1,0,1,7.824297754
36,Male,Urban,Middle,1,Low,Positive,1,Anxiety,Online,1000,Affordable,Talkspace,4,0,0,0,4.289263694
47,Female,Urban,Low,1,Moderate,Positive,1,Anxiety,In-Person,1000,Affordable,YourDost,5,1,1,1,7.293416275
51,Female,Urban,Middle,1,Moderate,Positive,1,Depression,In-Person,1000,Affordable,Talkspace,4,1,0,1,7.639646178
57,Female,Urban,Middle,1,High,Positive,0,Anxiety,Online,750,Expensive,Wysa,4,0,0,0,7.703918822
25,Male,Urban,Middle,1,Moderate,Neutral,1,Stress,In-Person,1000,Affordable,BetterHelp,5,1,0,1,3.484931826
41,Female,Semi-Urban,Middle,1,Low,Negative,0,Depression,Online,500,Expensive,BetterHelp,3,1,0,0,4.319186918
30,Female,Rural,Middle,1,Moderate,Negative,0,Depression,In-Person,2000,Affordable,No Platform Used,3,1,1,0,10.01680085
52,Female,Rural,Low,1,Moderate,Neutral,0,Anxiety,Online,1500,Expensive,No Platform Used,4,1,0,0,6.319107111
49,Male,Semi-Urban,Middle,1,Moderate,Positive,1,Depression,Online,750,Expensive,Talkspace,2,0,0,0,5.816519481
54,Male,Semi-Urban,Middle,0,Moderate,Positive,1,Anxiety,Online,1000,Expensive,Wysa,3,1,1,0,5.967513704
56,Other,Rural,Low,1,Moderate,Positive,0,Stress,Online,1500,Affordable,YourDost,1,0,1,0,3.34938923
45,Male,Semi-Urban,Middle,1,Low,Neutral,1,Anxiety,Online,500,Affordable,No Platform Used,4,0,1,0,9.468083539
49,Male,Urban,Middle,1,Moderate,Neutral,0,Depression,Online,1000,Affordable,No Platform Used,4,1,0,0,6.810566702
56,Female,Rural,Low,1,Low,Positive,1,Depression,Online,1000,Expensive,Talkspace,4,0,0,1,10.17000584
20,Male,Semi-Urban,Low,1,High,Positive,1,Depression,Online,750,Affordable,No Platform Used,2,1,1,1,6.001480238
41,Female,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,750,Affordable,Wysa,3,0,1,0,3.98787832
31,Female,Semi-Urban,Low,1,Moderate,Positive,0,Stress,In-Person,1000,Expensive,No Platform Used,2,0,1,0,7.119486853
55,Male,Rural,Low,1,High,Negative,1,Stress,Online,2000,Affordable,No Platform Used,4,0,0,1,7.684796493
49,Male,Rural,High,0,High,Positive,0,Stress,Online,500,Expensive,Talkspace,3,1,0,1,5.892401978
60,Female,Rural,Middle,1,Low,Positive,1,Depression,In-Person,750,Affordable,Talkspace,2,0,1,1,5.485706338
30,Female,Semi-Urban,Middle,1,Moderate,Neutral,1,Depression,Online,1500,Affordable,No Platform Used,2,0,0,1,4.312137707
30,Male,Urban,Middle,0,Moderate,Positive,0,Anxiety,In-Person,500,Expensive,BetterHelp,3,0,1,1,8.550894909
64,Female,Semi-Urban,Low,1,Moderate,Positive,1,Other,In-Person,1000,Expensive,YourDost,2,0,1,0,7.167166133
57,Male,Urban,Middle,0,Low,Neutral,1,Stress,In-Person,500,Expensive,No Platform Used,2,1,0,1,6.036055437
56,Male,Semi-Urban,Middle,1,High,Positive,1,Depression,In-Person,2000,Affordable,Wysa,1,1,0,0,5.338625702
50,Male,Semi-Urban,Middle,0,Low,Positive,0,Stress,Online,500,Affordable,No Platform Used,2,0,0,1,5.497858826
21,Female,Semi-Urban,Low,1,Moderate,Positive,1,Stress,In-Person,500,Expensive,No Platform Used,2,0,1,0,8.610639343
54,Female,Urban,Low,1,Low,Negative,1,Depression,In-Person,750,Expensive,No Platform Used,3,1,0,0,8.230668673
55,Female,Urban,High,0,Moderate,Negative,1,Depression,Online,750,Expensive,Wysa,3,1,0,0,8.331041327
48,Female,Semi-Urban,Low,0,Low,Positive,1,Depression,Online,1000,Expensive,Talkspace,1,0,0,1,7.138439044
57,Male,Urban,Low,1,High,Positive,1,Anxiety,Online,1500,Affordable,Talkspace,4,0,0,1,6.173681171
64,Female,Semi-Urban,Middle,1,Moderate,Neutral,0,Depression,In-Person,500,Affordable,No Platform Used,4,1,0,1,3.27890238
51,Female,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,750,Expensive,Wysa,3,0,0,0,6.919843539
36,Other,Rural,Middle,1,Moderate,Positive,1,Depression,Online,1500,Expensive,YourDost,1,0,1,0,5.626381768
45,Male,Semi-Urban,Middle,0,High,Neutral,1,Other,In-Person,500,Expensive,No Platform Used,4,0,1,1,6.69113692
57,Female,Rural,High,1,High,Positive,1,Depression,Online,1500,Expensive,No Platform Used,2,1,0,0,6.595400469
59,Male,Rural,Middle,1,High,Neutral,0,Stress,In-Person,500,Affordable,No Platform Used,4,0,0,0,8.471277057
23,Male,Semi-Urban,Low,1,Moderate,Positive,0,Stress,Online,750,Affordable,BetterHelp,5,0,1,0,8.821668689
55,Male,Semi-Urban,Low,0,High,Negative,0,Stress,Online,2000,Affordable,Wysa,2,0,1,1,7.760751093
57,Male,Rural,Low,0,High,Neutral,0,Stress,Online,1000,Affordable,No Platform Used,5,1,0,1,7.408061085
22,Male,Urban,Middle,1,High,Positive,0,Depression,In-Person,1500,Expensive,No Platform Used,3,0,1,0,6.303645716
18,Female,Rural,Low,1,Moderate,Positive,1,Stress,Online,2000,Affordable,Talkspace,1,1,1,0,3.001794753
28,Male,Urban,Low,0,High,Negative,1,Stress,Online,1500,Expensive,YourDost,2,1,0,1,6.905508936
42,Female,Urban,Low,1,High,Positive,1,Stress,Online,750,Affordable,YourDost,4,0,0,0,9.220195956
53,Female,Semi-Urban,Middle,0,Low,Positive,1,Other,Online,1000,Expensive,No Platform Used,1,0,0,0,8.104791914
24,Male,Rural,Middle,1,Moderate,Neutral,0,Stress,Online,750,Affordable,YourDost,4,0,0,0,6.389972862
63,Female,Rural,High,1,Moderate,Positive,1,Depression,Online,1500,Affordable,BetterHelp,1,0,1,0,9.370258299
56,Male,Urban,Middle,1,Low,Positive,0,Depression,In-Person,1500,Expensive,YourDost,3,0,1,0,10.24218756
58,Male,Urban,Low,1,Low,Negative,0,Depression,In-Person,2000,Affordable,No Platform Used,4,1,0,0,8.741396439
33,Female,Semi-Urban,Middle,0,Moderate,Positive,0,Anxiety,Online,500,Affordable,No Platform Used,5,0,1,0,6.514201959
35,Male,Rural,Low,1,Low,Positive,1,Stress,Online,2000,Expensive,No Platform Used,4,1,1,0,4.280647731
57,Male,Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,2000,Affordable,Wysa,4,0,1,0,3.528108525
54,Male,Semi-Urban,Low,0,High,Positive,0,Stress,Online,1000,Affordable,YourDost,5,0,1,1,7.498622205
41,Male,Urban,Middle,1,Moderate,Positive,0,Stress,In-Person,1000,Affordable,Wysa,4,0,0,0,6.492430947
37,Female,Urban,Middle,1,Moderate,Negative,0,Depression,In-Person,500,Affordable,Talkspace,4,0,0,0,7.191311107
52,Female,Semi-Urban,High,1,High,Positive,1,Anxiety,Online,2000,Affordable,YourDost,3,0,0,1,8.98835611
53,Male,Semi-Urban,Middle,0,High,Negative,0,Other,Online,1500,Affordable,No Platform Used,5,1,0,1,8.33273514
61,Female,Rural,Low,0,Moderate,Positive,1,Stress,In-Person,1000,Expensive,Wysa,4,1,0,1,4.942246583
60,Female,Rural,Middle,1,Low,Positive,1,Depression,Online,1500,Affordable,No Platform Used,2,0,1,0,7.170003061
47,Female,Semi-Urban,High,1,High,Positive,1,Other,In-Person,500,Affordable,Wysa,4,0,1,1,5.705858031
49,Male,Urban,Middle,1,Moderate,Positive,1,Other,Online,1500,Expensive,Wysa,5,0,0,1,5.284528029
56,Female,Semi-Urban,Low,0,Moderate,Positive,1,Stress,In-Person,750,Affordable,Wysa,3,0,1,0,3.559203652
58,Male,Rural,Low,0,High,Positive,1,Stress,Online,2000,Expensive,YourDost,4,0,1,0,6.146603671
40,Female,Urban,Middle,0,Moderate,Neutral,0,Anxiety,Online,1000,Affordable,YourDost,1,0,0,0,8.461075495
45,Female,Semi-Urban,Middle,1,Low,Positive,1,Stress,Online,750,Affordable,No Platform Used,1,0,0,0,8.81780635
28,Female,Semi-Urban,Middle,1,Low,Neutral,1,Stress,Online,1500,Affordable,No Platform Used,5,0,0,0,5.405888924
39,Female,Urban,Low,0,Moderate,Positive,1,Stress,Online,1500,Affordable,YourDost,5,0,1,1,5.259994964
48,Female,Urban,High,1,High,Positive,0,Stress,Online,1500,Affordable,YourDost,2,0,1,0,9.172355943
30,Male,Urban,Middle,0,Moderate,Neutral,1,Anxiety,Online,2000,Affordable,No Platform Used,2,0,0,1,7.826643893
38,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Stress,In-Person,750,Affordable,No Platform Used,1,1,1,1,4.059933316
36,Male,Semi-Urban,Middle,0,Low,Neutral,0,Depression,Online,750,Expensive,BetterHelp,3,0,0,1,7.079482685
63,Male,Semi-Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,750,Expensive,YourDost,5,0,0,1,7.815097842
48,Female,Semi-Urban,High,1,High,Negative,0,Depression,Online,1500,Expensive,YourDost,1,0,1,0,7.640842553
26,Male,Urban,Low,1,High,Positive,0,Anxiety,Online,750,Expensive,YourDost,4,0,1,1,3.922805773
59,Male,Urban,Low,0,High,Positive,1,Anxiety,Online,2000,Affordable,Wysa,2,0,0,0,7.086888835
34,Male,Urban,Middle,1,Low,Neutral,0,Stress,Online,500,Expensive,Talkspace,5,0,1,0,6.33669714
22,Male,Urban,Low,1,Low,Positive,1,Stress,Online,500,Expensive,YourDost,5,0,1,0,6.280352152
22,Female,Rural,Middle,1,Moderate,Positive,1,Stress,Online,500,Expensive,BetterHelp,3,0,1,0,3.189222734
47,Male,Urban,Low,0,High,Neutral,1,Depression,Online,2000,Expensive,Wysa,3,0,0,1,5.706499123
53,Male,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,1000,Affordable,YourDost,5,0,0,1,7.221657239
20,Female,Urban,Low,0,Low,Neutral,1,Anxiety,Online,500,Affordable,Talkspace,2,0,1,1,7.663110715
49,Other,Urban,Middle,0,High,Positive,1,Anxiety,In-Person,2000,Expensive,No Platform Used,3,1,0,0,6.625586883
25,Male,Rural,Middle,1,High,Neutral,0,Depression,Online,2000,Affordable,No Platform Used,3,1,1,0,5.427555642
52,Male,Semi-Urban,Middle,1,Moderate,Negative,0,Depression,Online,1000,Expensive,Talkspace,3,0,1,0,7.676325841
57,Male,Urban,Middle,1,Moderate,Positive,1,Anxiety,In-Person,1000,Affordable,Talkspace,1,0,1,0,5.266460781
39,Male,Semi-Urban,Middle,1,High,Positive,0,Anxiety,Online,1000,Expensive,No Platform Used,2,0,1,0,7.074231365
50,Male,Urban,Middle,1,High,Neutral,1,Depression,In-Person,750,Affordable,Wysa,1,1,1,1,4.726113931
64,Male,Urban,Middle,1,Moderate,Positive,1,Other,Online,500,Expensive,YourDost,4,0,1,0,7.362775128
54,Male,Urban,Low,1,Low,Positive,1,Depression,Online,500,Affordable,BetterHelp,4,0,0,1,8.93632152
45,Female,Rural,Middle,1,High,Positive,1,Stress,Online,750,Affordable,Wysa,1,0,0,1,7.259024751
57,Female,Urban,High,1,High,Neutral,0,Stress,Online,750,Affordable,BetterHelp,3,0,1,1,4.255193984
50,Male,Rural,High,1,High,Negative,0,Other,Online,500,Affordable,BetterHelp,3,0,1,0,6.837027939
51,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,1000,Affordable,Talkspace,3,1,0,0,11.79031721
30,Male,Urban,Low,1,Moderate,Positive,1,Depression,In-Person,1500,Expensive,Wysa,5,0,0,0,6.299242934
30,Female,Urban,Middle,1,High,Positive,1,Anxiety,In-Person,750,Expensive,YourDost,5,0,0,0,6.074403495
41,Male,Rural,Low,0,Moderate,Neutral,1,Other,Online,1000,Expensive,YourDost,5,0,0,0,8.699254347
50,Male,Urban,Low,0,Moderate,Neutral,0,Anxiety,Online,2000,Expensive,Wysa,1,1,1,0,6.159429442
39,Male,Rural,Middle,0,Moderate,Negative,0,Depression,Online,2000,Affordable,No Platform Used,2,1,1,0,11.41926579
28,Female,Urban,Middle,1,Moderate,Positive,1,Stress,In-Person,2000,Affordable,Talkspace,5,0,0,1,8.296458422
21,Male,Urban,Middle,1,Low,Negative,1,Depression,Online,2000,Affordable,YourDost,5,1,0,0,6.18940477
48,Female,Urban,Middle,0,High,Positive,1,Depression,Online,500,Expensive,No Platform Used,1,0,1,1,6.38566167
25,Male,Urban,Middle,1,High,Neutral,1,Other,Online,500,Affordable,No Platform Used,2,0,0,0,6.653769937
24,Female,Urban,Middle,1,High,Neutral,0,Depression,In-Person,1000,Affordable,Wysa,2,0,1,0,7.208174758
29,Male,Urban,Middle,0,High,Neutral,1,Anxiety,Online,1500,Affordable,Wysa,3,0,1,0,9.034896552
21,Male,Urban,High,1,Low,Neutral,1,Depression,Online,500,Expensive,No Platform Used,1,0,1,0,7.398826057
62,Male,Semi-Urban,Low,1,High,Neutral,0,Stress,In-Person,500,Expensive,Wysa,2,1,0,0,2.573076968
40,Male,Rural,Middle,0,Moderate,Neutral,0,Anxiety,Online,2000,Affordable,No Platform Used,5,0,1,0,7.513416605
45,Male,Urban,Middle,0,Moderate,Neutral,0,Anxiety,Online,1000,Expensive,YourDost,2,0,1,0,6.050566249
24,Female,Semi-Urban,Low,1,Low,Positive,1,Stress,Online,500,Expensive,No Platform Used,2,0,1,0,7.435658743
28,Male,Rural,Middle,1,High,Positive,0,Anxiety,In-Person,1000,Affordable,Talkspace,2,1,1,0,6.97507185
37,Male,Urban,Middle,0,Moderate,Neutral,0,Stress,Online,750,Expensive,YourDost,4,0,0,0,9.811803679
48,Female,Rural,Middle,1,Moderate,Neutral,1,Depression,In-Person,1500,Affordable,BetterHelp,4,1,1,0,5.593292727
22,Male,Urban,Low,1,High,Positive,1,Stress,In-Person,2000,Affordable,Talkspace,1,0,1,1,4.820009673
35,Male,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,750,Affordable,BetterHelp,1,0,1,0,12.63270861
35,Female,Urban,Middle,1,Low,Positive,0,Other,In-Person,1500,Expensive,No Platform Used,1,1,0,1,6.361897214
22,Female,Rural,Middle,1,High,Positive,0,Other,Online,1000,Affordable,BetterHelp,1,1,0,1,8.652452473
51,Female,Semi-Urban,Low,1,High,Positive,1,Stress,Online,1500,Affordable,No Platform Used,2,0,0,0,8.030649436
44,Female,Urban,Middle,1,Moderate,Neutral,0,Depression,Online,2000,Expensive,YourDost,2,1,0,0,6.462076213
62,Male,Urban,Low,0,Moderate,Positive,1,Depression,Online,1500,Affordable,Wysa,1,0,0,1,8.716852096
38,Female,Urban,Middle,1,Low,Neutral,0,Stress,Online,1000,Affordable,YourDost,2,0,0,0,6.170629884
52,Male,Urban,Middle,1,High,Positive,1,Stress,Online,1000,Expensive,BetterHelp,5,1,0,0,5.526898573
44,Female,Semi-Urban,Middle,0,High,Neutral,0,Anxiety,Online,750,Affordable,YourDost,5,0,0,0,6.704383198
29,Male,Urban,Low,1,Moderate,Negative,1,Depression,Online,500,Affordable,BetterHelp,1,0,1,0,5.857888193
59,Female,Rural,Low,0,Low,Positive,0,Depression,In-Person,750,Expensive,Talkspace,1,0,0,0,2.575998845
63,Female,Urban,Low,1,Moderate,Neutral,1,Other,Online,500,Affordable,Wysa,3,1,0,1,4.012828334
64,Female,Urban,Low,1,Moderate,Positive,1,Stress,In-Person,2000,Affordable,No Platform Used,5,0,0,0,7.429486781
44,Female,Urban,Middle,1,Low,Neutral,0,Stress,Online,2000,Affordable,YourDost,5,0,1,1,6.566604154
40,Male,Urban,Middle,1,Moderate,Negative,1,Other,Online,500,Affordable,YourDost,2,1,0,0,7.813661303
40,Female,Urban,Low,1,Moderate,Neutral,1,Depression,Online,500,Affordable,BetterHelp,4,1,0,0,7.343946622
33,Male,Urban,Low,1,High,Positive,0,Stress,In-Person,1500,Expensive,Wysa,1,0,0,1,8.129276341
62,Male,Rural,Middle,1,Low,Positive,1,Anxiety,In-Person,500,Expensive,No Platform Used,5,0,0,0,7.107438423
48,Male,Urban,Low,0,Low,Neutral,0,Depression,In-Person,1000,Expensive,Talkspace,2,0,0,0,6.28420069
29,Female,Rural,Low,0,Moderate,Neutral,1,Anxiety,In-Person,1000,Affordable,BetterHelp,5,0,1,1,6.079373326
54,Female,Semi-Urban,Middle,1,High,Positive,1,Depression,Online,500,Affordable,Talkspace,2,0,0,0,9.111342095
18,Male,Semi-Urban,Middle,1,Moderate,Positive,1,Depression,In-Person,750,Expensive,YourDost,4,0,0,1,5.229227937
18,Female,Semi-Urban,Low,1,High,Positive,1,Anxiety,Online,750,Expensive,Wysa,4,0,0,1,7.936780371
58,Female,Urban,High,1,Moderate,Neutral,0,Other,In-Person,500,Expensive,Wysa,1,1,0,1,9.352265379
19,Male,Semi-Urban,Low,1,High,Positive,0,Stress,In-Person,2000,Affordable,No Platform Used,4,1,0,0,7.499864727
63,Male,Urban,Middle,1,Moderate,Neutral,0,Anxiety,In-Person,1000,Expensive,YourDost,2,0,0,1,7.65627107
44,Male,Semi-Urban,Low,1,Moderate,Positive,0,Anxiety,In-Person,500,Affordable,No Platform Used,2,0,1,1,9.571869775
62,Female,Urban,Low,1,Moderate,Neutral,1,Depression,Online,2000,Affordable,Talkspace,1,0,0,1,7.127175847
56,Male,Semi-Urban,Middle,1,Low,Positive,1,Depression,Online,2000,Affordable,YourDost,5,1,0,0,9.731433519
18,Female,Urban,Middle,1,Moderate,Neutral,0,Other,In-Person,1500,Expensive,Talkspace,2,0,0,0,2.62978869
30,Female,Semi-Urban,Middle,0,Moderate,Positive,1,Anxiety,Online,750,Expensive,No Platform Used,1,1,0,1,7.648859084
46,Female,Urban,High,1,High,Neutral,1,Stress,Online,500,Affordable,Wysa,3,1,0,0,5.060500619
20,Male,Urban,High,1,Moderate,Positive,1,Other,Online,1500,Expensive,Wysa,1,0,0,0,6.605930382
51,Female,Semi-Urban,Middle,1,High,Neutral,1,Depression,Online,1000,Affordable,No Platform Used,2,1,0,0,5.817759175
43,Male,Semi-Urban,Low,1,Moderate,Positive,1,Anxiety,In-Person,1500,Affordable,BetterHelp,4,0,1,0,7.302123134
22,Male,Rural,Low,1,Moderate,Positive,0,Anxiety,Online,1000,Affordable,YourDost,2,1,0,1,7.047000632
41,Female,Urban,Low,0,Moderate,Positive,1,Other,Online,1500,Expensive,Wysa,2,1,0,0,4.109299849
39,Female,Urban,Middle,1,High,Positive,0,Stress,In-Person,750,Affordable,No Platform Used,2,0,0,1,5.018398852
30,Male,Urban,Low,1,Low,Neutral,0,Anxiety,Online,2000,Affordable,Wysa,3,0,0,0,8.520084678
45,Female,Urban,Low,1,Low,Positive,1,Other,Online,750,Affordable,BetterHelp,4,0,1,0,6.032745731
60,Female,Urban,Low,1,High,Negative,1,Depression,Online,2000,Expensive,Wysa,1,0,1,1,4.135637935
21,Male,Urban,Low,1,High,Positive,0,Anxiety,Online,750,Affordable,Wysa,4,0,0,0,7.896208636
33,Female,Semi-Urban,Middle,0,High,Positive,0,Anxiety,Online,500,Affordable,No Platform Used,3,0,0,0,10.4677295
36,Female,Urban,Middle,1,High,Positive,0,Stress,In-Person,1000,Expensive,No Platform Used,1,0,1,0,5.888249366
46,Female,Urban,Middle,0,Moderate,Neutral,1,Depression,Online,500,Expensive,Talkspace,2,0,1,1,5.582566259
59,Male,Semi-Urban,Middle,0,Low,Neutral,1,Stress,In-Person,750,Expensive,No Platform Used,2,1,0,0,7.270550103
